,CUSTOMERID,GENERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVICO_TELEFONE,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,METODO_PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGO,CHURN
1994,8022-BECSI,MASCULINO,0,NAO,NAO,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.6,422.5,0
1995,8000-REIQB,FEMININO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.95,69.95,1
1996,9993-LHIEB,MASCULINO,0,SIM,SIM,67,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,ENVIO POR CORREIO,67.85,4627.65,0
1997,0266-CLZKZ,FEMININO,0,SIM,SIM,67,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,105.65,6717.9,0
1998,7615-ESMYF,FEMININO,0,SIM,NAO,2,NAO,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,44.6,97.1,1
1999,3858-VOBET,MASCULINO,0,NAO,NAO,23,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,74.95,1710.45,1
2000,7020-OZKXZ,FEMININO,1,NAO,NAO,9,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,75.5,637.4,0
2001,3977-QCRSL,FEMININO,0,NAO,NAO,5,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.15,117.95,0
2002,0017-DINOC,MASCULINO,0,NAO,NAO,54,NAO,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,45.2,2460.55,0
2003,1447-PJGGA,FEMININO,0,NAO,NAO,57,SIM,FIBER OPTIC,NAO,NAO,SIM,DOIS ANOS,ENVIO POR E-MAIL,95.25,5464.65,1
2004,8565-CLBZW,MASCULINO,0,NAO,NAO,24,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,89.85,2165.05,1
2005,9139-WQQDY,FEMININO,0,SIM,SIM,49,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR CORREIO,100.45,4941.8,1
2006,0224-HJAPT,MASCULINO,0,NAO,NAO,5,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,47.15,223.15,1
2007,8086-OVPWV,MASCULINO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.2,181.1,1
2008,9430-FRQOC,FEMININO,0,NAO,SIM,4,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,87.1,341.45,1
2009,7639-OPLNG,MASCULINO,0,SIM,SIM,70,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,79.25,5731.85,0
2010,3074-GQWYX,MASCULINO,0,NAO,NAO,5,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,75.9,357.75,1
2011,1492-QGCLU,MASCULINO,0,SIM,SIM,53,SIM,DSL,SIM,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,85.7,4616.1,0
2012,6845-RGTYS,FEMININO,0,SIM,NAO,47,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,98.75,4533.7,1
2013,7328-OWMOM,FEMININO,0,NAO,SIM,31,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.1,589.25,0
2014,4418-LZMSV,MASCULINO,0,SIM,SIM,13,SIM,DSL,NAO,SIM,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,61.8,750.1,0
2015,5155-AZQPB,FEMININO,0,SIM,SIM,28,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,49.9,1410.25,0
2016,8861-HGGKB,FEMININO,0,NAO,NAO,10,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,86.45,830.85,1
2017,1087-GRUYI,MASCULINO,0,SIM,NAO,38,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.4,743.5,0
2018,7065-YUNRY,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.3,45.3,1
2019,7694-VLBWQ,MASCULINO,0,SIM,NAO,67,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,104.1,7040.85,1
2020,2546-KZAAT,MASCULINO,0,SIM,NAO,52,SIM,DSL,SIM,NAO,SIM,UM ANO,ENVIO POR CORREIO,75.4,3865.45,0
2021,0181-RITDD,MASCULINO,0,SIM,SIM,62,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,ENVIO POR CORREIO,108.15,6825.65,0
2022,5989-PGKJB,FEMININO,0,NAO,NAO,16,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,86.25,1340.1,0
2023,4795-KTRTH,FEMININO,1,SIM,NAO,5,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,81.0,371.65,1
2024,8272-ONJLV,MASCULINO,0,NAO,NAO,12,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,95.7,1184.0,0
2025,1488-PBLJN,FEMININO,0,SIM,SIM,72,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,116.85,8477.7,0
2026,0308-GIQJT,MASCULINO,1,NAO,NAO,71,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,105.75,7382.85,0
2027,3778-FOAQW,FEMININO,0,SIM,NAO,24,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,20.15,456.85,0
2028,4452-ROHMO,FEMININO,0,NAO,NAO,15,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.6,331.6,0
2029,6481-OGDOO,MASCULINO,0,SIM,NAO,67,SIM,FIBER OPTIC,SIM,NAO,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,90.6,6056.15,1
2030,3090-LETTY,MASCULINO,0,NAO,SIM,2,SIM,DSL,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.95,134.6,0
2031,5349-AZPEW,FEMININO,0,SIM,SIM,5,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,25.05,125.5,0
2032,3753-TSEMP,FEMININO,0,SIM,NAO,15,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,88.15,1390.6,1
2033,8305-VHZBZ,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.2,20.2,1
2034,9720-JJJOR,MASCULINO,0,SIM,SIM,41,SIM,DSL,SIM,NAO,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.3,2511.3,0
2035,8100-HZZLJ,FEMININO,0,NAO,SIM,43,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,63.95,2737.05,0
2036,8775-ERLNB,MASCULINO,1,SIM,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,74.3,74.3,0
2037,8309-IEYJD,FEMININO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,70.6,70.6,0
2038,9172-JITSM,FEMININO,0,SIM,SIM,26,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,90.8,2361.8,1
2039,6298-QDFNH,MASCULINO,0,NAO,NAO,22,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,79.35,1730.35,1
2040,7398-HPYZQ,MASCULINO,0,SIM,NAO,71,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,90.55,6404.0,0
2041,3546-GHEAE,MASCULINO,0,NAO,NAO,7,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.45,165.35,0
2042,7361-YPXFS,FEMININO,1,NAO,NAO,28,SIM,DSL,NAO,SIM,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,64.45,1867.6,0
2043,6557-BZXLQ,MASCULINO,1,NAO,NAO,16,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.65,1043.3,0
2044,2550-QHZGP,MASCULINO,0,NAO,NAO,7,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.5,128.6,0
2045,7519-JTWQH,FEMININO,0,NAO,NAO,69,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,110.5,7455.45,0
2046,2538-OIMXF,FEMININO,0,NAO,SIM,1,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,24.7,24.7,0
2047,8543-MSDMF,MASCULINO,0,NAO,NAO,3,SIM,DSL,SIM,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,77.4,206.15,0
2048,9961-JBNMK,MASCULINO,1,NAO,NAO,21,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,96.8,2030.3,1
2049,1170-SASML,FEMININO,0,SIM,NAO,69,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,85.4,5869.4,0
2050,4872-JCVCA,FEMININO,0,SIM,NAO,71,NAO,DSL,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,47.6,3377.8,0
2051,5346-BZCHP,FEMININO,0,SIM,SIM,69,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.4,1346.2,0
2052,2038-LLMLM,FEMININO,0,NAO,NAO,48,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,103.85,4946.05,0
2053,6173-ITPWD,MASCULINO,0,SIM,NAO,47,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,83.35,4065.0,1
2054,9734-UYXQI,FEMININO,0,NAO,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,49.4,106.55,1
2055,1216-BGTSP,MASCULINO,0,NAO,NAO,45,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,108.45,4964.7,0
2056,4138-NAXED,MASCULINO,0,NAO,NAO,51,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,81.0,4085.75,0
2057,2189-UXTKY,FEMININO,0,SIM,NAO,22,SIM,DSL,SIM,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,79.2,1742.75,1
2058,0744-BIKKF,MASCULINO,0,NAO,NAO,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,86.65,6224.8,0
2059,7483-IQWIB,MASCULINO,0,SIM,SIM,37,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,92.95,3415.25,0
2060,5248-KWLAR,MASCULINO,0,SIM,SIM,71,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,90.35,6325.25,0
2061,4958-GZWIY,MASCULINO,0,SIM,SIM,7,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,48.7,340.25,1
2062,7996-MHXLW,FEMININO,0,NAO,NAO,66,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,25.15,1683.6,0
2063,7833-PKIHD,MASCULINO,0,SIM,SIM,51,SIM,DSL,SIM,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,76.4,3966.3,0
2064,7061-OVMIM,FEMININO,0,SIM,SIM,30,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.55,608.5,0
2065,5153-RTHKF,FEMININO,0,NAO,NAO,34,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,85.35,2896.6,0
2066,1852-QSWCD,MASCULINO,0,SIM,SIM,64,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,24.8,1514.85,0
2067,4832-VRBMR,MASCULINO,1,SIM,NAO,65,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,103.15,6792.45,0
2068,9079-LWTFD,MASCULINO,0,NAO,NAO,47,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,ENVIO POR CORREIO,100.75,4669.2,0
2069,6356-ELRKD,FEMININO,0,NAO,NAO,1,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,95.6,95.6,1
2070,8624-GIOUT,FEMININO,0,NAO,NAO,49,SIM,DSL,SIM,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,59.75,2934.3,1
2071,3392-EHMNK,FEMININO,0,SIM,SIM,67,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,94.1,6302.8,0
2072,5986-WWXDV,MASCULINO,0,NAO,SIM,39,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.35,779.2,0
2073,3061-BCKYI,MASCULINO,0,NAO,NAO,14,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.9,283.75,0
2074,6179-GJPSO,FEMININO,1,NAO,NAO,43,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,108.15,4600.7,1
2075,7901-TBKJX,MASCULINO,1,NAO,NAO,56,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,101.05,5594.0,0
2076,7228-PAQPD,FEMININO,0,NAO,NAO,14,SIM,DSL,NAO,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,59.1,772.85,0
2077,3177-LASXD,FEMININO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,71.35,71.35,1
2078,7746-QYVCO,MASCULINO,0,SIM,SIM,16,SIM,DSL,SIM,NAO,NAO,UM ANO,ENVIO POR CORREIO,55.85,857.8,0
2079,5804-HYIEZ,MASCULINO,0,SIM,SIM,70,SIM,FIBER OPTIC,SIM,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,106.05,7554.05,0
2080,9919-FZDED,MASCULINO,1,SIM,NAO,72,SIM,DSL,SIM,NAO,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,84.1,5981.65,0
2081,5934-TSSAU,FEMININO,0,SIM,SIM,23,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,75.3,1702.9,0
2082,3486-KHMLI,MASCULINO,0,NAO,SIM,21,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,24.7,467.15,0
2083,4897-QSUYC,FEMININO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.15,20.15,1
2084,1084-UQCHV,MASCULINO,0,NAO,SIM,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,69.75,69.75,1
2085,8290-YWKHZ,FEMININO,1,SIM,NAO,32,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,93.2,2931.0,1
2086,2955-BJZHG,MASCULINO,0,SIM,SIM,17,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,80.85,1400.85,1
2087,3806-DXQOM,FEMININO,0,NAO,NAO,4,NAO,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,33.65,137.85,1
2088,6784-XYJAE,FEMININO,0,NAO,NAO,36,SIM,DSL,NAO,NAO,NAO,UM ANO,ENVIO POR E-MAIL,55.8,1941.5,0
2089,3933-DQPWX,FEMININO,0,NAO,NAO,50,NAO,DSL,NAO,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,39.7,1932.75,0
2090,6661-EIPZC,FEMININO,0,SIM,SIM,48,NAO,DSL,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,29.5,1423.05,0
2091,8957-THMOA,FEMININO,0,NAO,SIM,50,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.15,970.85,0
2092,2251-PYLPB,MASCULINO,0,SIM,NAO,72,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,79.55,5810.9,0
2093,5555-RNPGT,MASCULINO,0,NAO,SIM,10,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,24.8,223.9,0
2094,1057-FOGLZ,FEMININO,0,NAO,NAO,18,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.65,391.7,0
2095,9300-RENDD,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,79.95,79.95,1
2096,0761-AETCS,FEMININO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,19.3,19.3,1
2097,8087-LGYHQ,MASCULINO,0,NAO,NAO,9,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,94.05,811.65,0
2098,4137-BTIKL,MASCULINO,0,NAO,NAO,2,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,90.75,174.75,0
2099,2190-BCXEC,FEMININO,0,SIM,NAO,40,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,78.85,3126.85,0
2100,6227-FBDXH,MASCULINO,0,SIM,NAO,69,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,99.5,6841.45,0
2101,2153-MREFK,FEMININO,0,SIM,NAO,37,SIM,FIBER OPTIC,SIM,SIM,NAO,UM ANO,ENVIO POR E-MAIL,99.2,3754.6,1
2102,2911-WDXMV,MASCULINO,0,NAO,SIM,18,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,80.55,1406.65,0
2103,7206-PQBBZ,MASCULINO,1,SIM,NAO,11,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.2,834.7,0
2104,3106-ULWFW,FEMININO,0,SIM,NAO,8,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,85.2,627.4,1
2105,0925-VYDLG,FEMININO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.25,242.0,1
2106,4547-FZJWE,MASCULINO,0,SIM,SIM,55,SIM,DSL,SIM,NAO,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,59.45,3157.0,0
2107,7422-WNBTY,MASCULINO,0,SIM,NAO,33,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,93.35,3092.0,0
2108,0842-IWYCP,FEMININO,0,NAO,NAO,46,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,44.95,2168.9,0
2109,3521-HTQTV,MASCULINO,0,NAO,NAO,34,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,26.1,980.35,0
2110,3744-ZBHON,FEMININO,0,NAO,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.2,65.95,0
2111,3373-DIUUN,MASCULINO,0,SIM,SIM,30,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,21.25,711.9,0
2112,8383-SGHJU,FEMININO,0,NAO,NAO,33,SIM,DSL,SIM,SIM,NAO,UM ANO,ENVIO POR E-MAIL,59.4,1952.8,0
2113,7607-QKKTJ,MASCULINO,0,SIM,SIM,45,SIM,FIBER OPTIC,NAO,NAO,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,95.0,4368.85,0
2114,7707-PYBBH,MASCULINO,0,NAO,NAO,40,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,61.9,2647.1,0
2115,8984-HPEMB,FEMININO,0,NAO,NAO,71,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,118.65,8477.6,0
2116,4349-GFQHK,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,54.35,54.35,1
2117,4139-DETXS,FEMININO,0,SIM,SIM,72,NAO,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,64.45,4528.0,0
2118,9779-DPNEJ,FEMININO,0,SIM,SIM,22,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.15,1790.65,0
2119,9805-FILKB,MASCULINO,0,SIM,SIM,46,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.2,845.6,0
2120,5793-YOLJN,FEMININO,0,SIM,SIM,55,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,21.0,1210.3,0
2121,0673-IGUQO,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.45,20.45,0
2122,4123-FCVCB,FEMININO,0,NAO,NAO,12,SIM,DSL,NAO,SIM,SIM,UM ANO,ENVIO POR CORREIO,75.85,854.45,0
2123,8819-IMISP,MASCULINO,0,NAO,NAO,31,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.45,2429.1,0
2124,7802-EFKNY,MASCULINO,0,SIM,NAO,5,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,24.95,100.4,1
2125,8311-UEUAB,FEMININO,0,SIM,SIM,67,SIM,DSL,SIM,NAO,SIM,DOIS ANOS,ENVIO POR E-MAIL,75.5,5229.45,0
2126,5858-EAFCZ,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,44.45,44.45,0
2127,8035-BUYVG,MASCULINO,0,SIM,NAO,40,NAO,DSL,SIM,NAO,NAO,UM ANO,ENVIO POR E-MAIL,42.35,1716.45,1
2128,1163-ONYEY,MASCULINO,0,SIM,SIM,41,SIM,DSL,SIM,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,74.55,3023.55,0
2129,9787-XVQIU,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.3,75.3,1
2130,8945-MUQUF,MASCULINO,0,NAO,NAO,51,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,94.8,4837.6,1
2131,5656-MJEFC,MASCULINO,0,SIM,SIM,42,NAO,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,48.15,2032.3,0
2132,6082-OQFBA,MASCULINO,0,SIM,SIM,23,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.65,436.9,0
2133,8051-HJRLT,FEMININO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.55,70.55,1
